Offset(P)            #Ptr   #Hnd Access Name
0x000000001d737940      9      1 RWDrwd \Device\HarddiskVolume1\Users\JOHNDO~1\AppData\Local\Temp\~DF58AB08AA5E8C2C2E.TMP
0x000000001d737f80     10      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Feeds\{5588ACFD-6436-411B-A5CE-666AE6A92D3D}~\WebSlices~\Suggested Sites~.feed-ms
0x000000001d7381a0      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\keyiso.dll
0x000000001d7387f8      1      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Feeds\FeedsStore.feedsdb-ms
0x000000001d7398b8      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dps.dll
0x000000001d739ba0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vssapi.dll
0x000000001d73ace0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d73bc10      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Windows Easy Transfer.lnk
0x000000001d73bd20      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\spool\drivers\w32x86\3\TPPrnUI.DLL
0x000000001d73bf18      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ncsi.dll
0x000000001d73c280      2      1 ------ \Device\Afd\Endpoint
0x000000001d73cac8      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\EhStorAPI.dll
0x000000001d73d038      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d73db38      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sppsvc.exe
0x000000001d73dc58      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d73e038      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cryptsvc.dll
0x000000001d73e120      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Resource Monitor.lnk
0x000000001d73e908      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\appwiz.cpl
0x000000001d741668      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fveapi.dll
0x000000001d743038      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\framedynos.dll
0x000000001d743e28      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wdi.dll
0x000000001d748038      5      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d748d78      2      1 R--rw- \Device\HarddiskVolume1\Windows\System32\catroot
0x000000001d74b3b0     10      0 -W-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Local\Microsoft\Windows\Temporary Internet Files\Low\Content.IE5\813BBCSN\fr_msn_com[3].htm
0x000000001d74b4e0      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\perfc009.dat
0x000000001d74c708     11      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d74d300      1      1 ------ \Device\NamedPipe\wkssvc
0x000000001d74d3b8      1      1 ------ \Device\NamedPipe\wkssvc
0x000000001d74d528      1      1 ------ \Device\NamedPipe\wkssvc
0x000000001d74fe30      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fvecerts.dll
0x000000001d750ec8      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wfapigp.dll
0x000000001d750f80      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tbs.dll
0x000000001d7552b8      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pcasvc.dll
0x000000001d75a350      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001d75ab40      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\TPSvc.dll
0x000000001d75ef80      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vsstrace.dll
0x000000001d765260      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ssdpapi.dll
0x000000001d766860      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001d771250      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wuaueng.dll
0x000000001d7719a0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\provsvc.dll
0x000000001d772630      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d773a60      2      1 ------ \Device\NamedPipe\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x000000001d773b38      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d773df8      3      0 R--rwd \Device\HarddiskVolume1\Windows\System32\uDWM.dll
0x000000001d774210      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\BioCredProv.dll
0x000000001d775e70      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\rdpcorekmts.dll
0x000000001d779468      2      1 R--rwd \Device\HarddiskVolume1\Users\Public\Documents
0x000000001d779ac8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d779e28      4      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\intl.dll
0x000000001d77a220      8      0 R--rwd \Device\HarddiskVolume1\Windows\Resources\Ease of Access Themes\hcblack.theme
0x000000001d77a538      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0x000000001d77a950      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d77aa78      1      1 R--rwd \Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows Media Player NSS\3.0\Icon Files
0x000000001d77f970      1      1 R--rw- \Device\HarddiskVolume1\Users\JOHNDO~1\AppData\Local\Temp\imagedump
0x000000001d781448      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000001d783f80      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Sidebar.lnk
0x000000001d785f80      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sysmain.dll
0x000000001d788038      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d788968      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\FirewallControlPanel.dll
0x000000001d78de78      2      1 ------ \Device\NamedPipe\lsass
0x000000001d78ee50      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001d7a7dd8     10      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\dnsapi.dll.mui
0x000000001d7a8170     11      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4WHC.evtx
0x000000001d7a8890      1      1 RWDrwd \Device\HarddiskVolume1\Users\JOHNDO~1\AppData\Local\Temp\~DFDD5AB10AB7495357.TMP
0x000000001d7aa300      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\certcli.dll
0x000000001d7ab1f0      6      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\iconv.dll
0x000000001d7ab528      4      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\guestInfo.dll
0x000000001d7ab600      2      1 RW-r-- \Device\HarddiskVolume1\Users\John Doe\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf
0x000000001d7ad180      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001d7ad728      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\qmgrprxy.dll
0x000000001d7ad8c0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wuapi.dll
0x000000001d7addf0     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d7b1038      6      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\URE\bin\sal3.dll
0x000000001d7b26f8      1      1 R--rwd \Device\HarddiskVolume1\Windows\System32
0x000000001d7b8778      6      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtoolsd.exe
0x000000001d7b89d8      1      1 ------ \Device\NamedPipe\trkwks
0x000000001d7b8a90      2      1 ------ \Device\NamedPipe\trkwks
0x000000001d7b8d20      1      1 ------ \Device\NamedPipe\trkwks
0x000000001d7b93b0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d7b9e10      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\lsmproxy.dll
0x000000001d7ba398      6      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\vmtools.dll
0x000000001d7bae78      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001d7bc038     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d7bc158      6      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\gmodule-2.0.dll
0x000000001d7bc4d8      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\appinfo.dll
0x000000001d7be1b8      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msident.dll
0x000000001d7bf7c0      1      1 R--rw- \Device\HarddiskVolume1搮瑡a
0x000000001d7c0638      2      1 ------ \Device\NamedPipe\lsass
0x000000001d7c07c0      5      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\gthread-2.0.dll
0x000000001d7c1038      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\SensApi.dll
0x000000001d7c2eb8     10      1 RW---- \Device\HarddiskVolume1\Windows\System32\7B296FB0-376B-497e-B012-9C450E1B7327-5P-0.C7483456-A289-439d-8115-601632D005A0
0x000000001d7c4660      3      0 R--r-- \Device\HarddiskVolume1\Windows\System32\sppobjs.dll
0x000000001d7c5558      8      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMUpgradeHelper.exe
0x000000001d7c5f80      3      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msftedit.dll
0x000000001d7c7e50      1      1 RW---- \Device\HarddiskVolume1\Users\John Doe\ntuser.dat.LOG2
0x000000001d7c8150     10      1 RW---- \Device\HarddiskVolume1\Windows\System32\7B296FB0-376B-497e-B012-9C450E1B7327-5P-1.C7483456-A289-439d-8115-601632D005A0
0x000000001d7d21a8      6      0 R--r-- \Device\HarddiskVolume1\Windows\System32\sppwinob.dll
0x000000001d7d2e00      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000001d7d6390      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001d7d6ca0      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\rasplap.dll
0x000000001d7e40b8      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\nci.dll
0x000000001d7f0580     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d7f2248      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\hnetcfg.dll
0x000000001d7f4ac0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sqmapi.dll
0x000000001d7f4e58      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\netman.dll
0x000000001d7f9988      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5
0x000000001d7fee78      8      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\vgaoem.fon
0x000000001d816960      1      1 ------ \Device\Afd\Endpoint
0x000000001d828260      1      1 ------ \Device\Afd\Endpoint
0x000000001d8284b8      1      1 ------ \Device\Afd\Endpoint
0x000000001d87b2e0      1      1 ------ \Device\Afd\Endpoint
0x000000001d87cd30      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winhttp.dll
0x000000001d8a61c8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc
0x000000001d8a78e0      1      1 ------ \Device\Afd\Endpoint
0x000000001d8d09e0      1      1 ------ \Device\Afd\Endpoint
0x000000001d8d0e90      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winspool.drv
0x000000001d8fa198     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d8fac80      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\apds.dll
0x000000001d8fad38      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\FXSRESM.dll.mui
0x000000001d8fbe68      2      1 ------ \Device\Afd\Endpoint
0x000000001d8ff4d8      5      0 R--r-- \Device\HarddiskVolume1\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0x000000001d903728      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wer.dll
0x000000001d9037e0     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d9051e8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d905a00      1      1 RWDrw- \Device\HarddiskVolume1\Windows\Temp\_avast_\Webshlock.txt
0x000000001d905ab8      5      0 R--r-- \Device\HarddiskVolume1\Windows\AppPatch\sysmain.sdb
0x000000001d905b70      9      1 RW-rw- \Device\HarddiskVolume1\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x000000001d905f38      8      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\cairo.dll
0x000000001d906b10      9      1 RW-rw- \Device\HarddiskVolume1\Windows\System32\config\systemprofile\AppData\Roaming\Microsoft\Windows\Cookies\index.dat
0x000000001d906d90      9      1 RW-rw- \Device\HarddiskVolume1\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\index.dat
0x000000001d911908      3      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmsvc\resolutionSet.dll
0x000000001d9126d8      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\davclnt.dll
0x000000001d913120      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d9139f8      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\CertEnroll.dll
0x000000001d913ac8      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Desktop.ini
0x000000001d913f80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d914130      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\oleaccrc.dll
0x000000001d914b78      6      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\raptor.dll
0x000000001d914dd0      9      0 RW-rwd \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\LibreOffice\3\user\extensions\bundled\extensions.db
0x000000001d914e88      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d91d038      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\cmd.exe.mui
0x000000001d91d318      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\thumbcache.dll
0x000000001d91f508      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\IconCodecService.dll
0x000000001d91f818      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\pstorec.dll
0x000000001d91fbf8      1      1 ------ \Device\Afd\Endpoint
0x000000001d91fed0      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\powercpl.dll
0x000000001d920808      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\vss_ps.dll
0x000000001d9299a0      2      1 R--rwd \Device\HarddiskVolume1\Users\John Doe\Favorites\Links
0x000000001d92a390     17      1 RW-rw- \Device\HarddiskVolume1\Windows\WindowsUpdate.log
0x000000001d92b038      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d92bf80      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\intl.cpl
0x000000001d92c620      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rtutils.dll
0x000000001d92e1a8      5      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\arialbi.ttf
0x000000001d932e00      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d932f80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d933360      8      0 R----- \Device\HarddiskVolume1\Windows\Prefetch\TASKMGR.EXE-72398DC0.pf
0x000000001d933488      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000001d933738      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9
0x000000001d933bd0      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\INETRES.dll
0x000000001d93df80      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\taskmgr.exe
0x000000001d93e0e8      3      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wbem\wmiprov.dll
0x000000001d93f770      8      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\URE\bin\salhelper3MSC.dll
0x000000001d93f828      4      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\URE\bin\cppu3.dll
0x000000001d93fa28      2      0 R--rwd \Device\HarddiskVolume1\Windows\System32\credui.dll
0x000000001d940228      7      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\sfxlo.dll
0x000000001d941ec8      8      0 R--r-- \Device\HarddiskVolume1\Windows\inf\oem8.PNF
0x000000001d941f80      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Paint.lnk
0x000000001d942610      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d942870      1      1 ------ \Device\Afd\Endpoint
0x000000001d942a68      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\Windows PowerShell ISE.lnk
0x000000001d9444d8      8      0 R--r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Welcome Center.lnk
0x000000001d944930      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\schedsvc.dll
0x000000001d9468c0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d946ec8      8      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\i18nisolang1MSC.dll
0x000000001d946f80      7      0 R--rwd \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\tllo.dll
0x000000001d947588      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d9479a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57
0x000000001d947b00      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WFS.exe
0x000000001d947bb8      6      0 R--r-d \Device\HarddiskVolume1\Program Files\LibreOffice 3.6\program\saxlo.dll
0x000000001d948438      7      1 RW-rw- \Device\HarddiskVolume1\Users\John Doe\AppData\Roaming\Microsoft\Windows\IECompatCache\Low\index.dat
0x000000001d948978      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\WinSATAPI.dll
0x000000001d9496b8      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
